respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.1423265592242333,0.2659584787123034
26708,0.029413129055153624,0.024054022377377502
26709,0.14970186050892456,0.6856350902386147
26710,0.5449720175024164,0.6248281243152052
26711,0.30831325712365903,0.4544609474000022
26712,0.7926915297259508,0.9619139029735065
26713,0.21668667731074517,0.46575215064439085
26714,0.1650215750854977,0.1336460785948927
26715,0.02815866746841583,0.09497718837049914
26716,0.15963508369171217,0.862216291516409
26717,0.022825921361336862,0.3545713445066964
26718,0.3412718946837353,0.37981675163611095
26719,0.10258335977556622,0.9212093221609426
26720,0.0280713104280656,0.25685857778588495
26721,0.326234932297152,0.1650047582213788
26722,0.1238189115571396,0.12326736312652659
26723,0.812634879092095,0.8691820866408635
26724,0.0408071945304055,0.7772384088097937
26725,0.0263856189512668,0.03495418688274554
26726,0.03897280073033688,0.058172211067170215
26727,0.3773290160994086,0.8307190862293292
26728,0.24770462370555582,0.5228451592634229
26729,0.13237266016540955,0.4803584834194383
26730,0.03528683657727364,0.1561185258997025
26731,0.04216883754554678,0.2908613227695543
26732,0.11161862829053298,0.051640620424659577
26733,0.9314093460914636,0.8512817124029484
26734,0.7357674716184157,0.2733730454299332
26735,0.04190782262198104,0.215559092712614
26736,0.05748806926396017,0.17669861080072155
26737,0.07234175918624745,0.11563316821466439
26738,0.744648630392533,0.7805318435429667
26739,0.12806935583067386,0.11702281172427552
26740,0.1911542996724523,0.05114192110149402
26741,0.056530792727931496,0.7286776639480675
26742,0.12667053648739549,0.30331151923797867
26743,0.08981490282771937,0.4522264543906164
26744,0.05419924125047294,0.6864831437240377
26745,0.06175530773447502,0.7067918151298638
26746,0.1547345784612459,0.2907558741850852
26747,0.049890758245655996,0.14808662580422377
26748,0.032773006086787924,0.05088723998904824
26749,0.06471939591562371,0.42964607382589987
26750,0.31543663879401423,0.6983176754691279
26751,0.5542177072996171,0.7322173245478308
26752,0.07787112759349638,0.06035083463636835
26753,0.3978388135351409,0.6186448168020151
26754,0.10717804236993092,0.42680988388550384
26755,0.1805245600066719,0.22841951232886756
26756,0.03719794133726339,0.027515583107979188
26757,0.2946880205854331,0.5221110484251
26758,0.4579972171453964,0.7151846142741823
26759,0.024101107863957267,0.1663392152300276
26760,0.03188883491616662,0.07026137026993742
26761,0.2237882831702931,0.5033421538417371
26762,0.1454343177601122,0.6204644106108406
26763,0.8372402823643796,0.9699679785358236
26764,0.9430744189709129,0.8737767771345327
26765,0.05481692779339733,0.5592277696107085
26766,0.19188452803765613,0.1856501500201326
26767,0.8734841726352015,0.7922799825987251
26768,0.021686752044002396,0.2560688882722566
26769,0.06740975436942043,0.12162498897240939
26770,0.04331406868766995,0.43516976809809366
26771,0.027508467732219235,0.09811438998098557
26772,0.07659900816416017,0.5791644415529257
26773,0.031144245870499007,0.3589052708102896
26774,0.0270229306343288,0.2684195294666757
26775,0.03894704412908415,0.4288540470148659
26776,0.4457688161774967,0.21855085304431368
26777,0.08903157270375626,0.8356650337262967
26778,0.08151310923469719,0.056999737680206414
26779,0.11465138712472708,0.3325780814064367
26780,0.06582120816744223,0.8604404334360913
26781,0.04620111940230572,0.41512101204816976
26782,0.08156574932137019,0.2827275788715623
26783,0.036885164573438656,0.21585265747683496
26784,0.08734407318802404,0.7555094666493593
26785,0.37183829587130524,0.5088858982283144
26786,0.07040080640020382,0.1847461135460478
26787,0.04444676383371236,0.6231283899031623
26788,0.03949307139702564,0.65858857009905
26789,0.033246466242024146,0.21125015225180419
26790,0.030650835572426104,0.20493198881662716
26791,0.03952529590850074,0.05650315690564043
26792,0.08719664225058649,0.7141365505382737
26793,0.14619265547100596,0.9146507361365129
26794,0.5829688357287959,0.8300173906011638
26795,0.06611589967325188,0.9592263679617505
26796,0.055862741281166896,0.09321200733296163
26797,0.11406551774563745,0.5494512886639528
26798,0.3754743065695229,0.14617094938334452
26799,0.27525947483891894,0.22780286186121898
26800,0.06762251746666921,0.9346490219572069
26801,0.1778548630796708,0.2253574245580028
26802,0.2200522983453138,0.17871695933925902
26803,0.04100122302037587,0.14817401125206742
26804,0.0408692256921125,0.08694172873609549
26805,0.05482034338059194,0.10832975924112037
26806,0.034896375089718816,0.9367680061810714
26807,0.37702605863616767,0.8103519412994263
26808,0.07949136592891136,0.38161026694679734
26809,0.46850839837312885,0.20346503870550148
26810,0.05423034855459456,0.09480825352961443
26811,0.05174194617003232,0.0835809646617855
26812,0.1812574254234219,0.6803387311434194
26813,0.6113132112112293,0.27867354939379024
26814,0.030373646140972294,0.37750376862135876
26815,0.019790123432885366,0.06939808715333183
26816,0.06093554975604803,0.15912007376983678
26817,0.045133485571644545,0.28946567908496795
26818,0.11261859338480644,0.28894616483986746
26819,0.1742974567972102,0.2955814377940445
26820,0.048432012760056826,0.19359138358028088
26821,0.05340542980422488,0.5558653550425834
26822,0.07142861766779716,0.4294925488357904
26823,0.3504624061765362,0.16934023720208913
26824,0.020146668036630806,0.6241434703434962
26825,0.4230600181272329,0.4790929918858362
26826,0.04705348607136295,0.2953867095159228
26827,0.03599211924550529,0.07633862594389344
26828,0.08172595446156145,0.489067686122347
26829,0.7685531622663115,0.7636376031366704
26830,0.029290066872821468,0.7776601138312474
26831,0.13781443031283575,0.8391530301136764
26832,0.04174444205745267,0.5918040003712894
26833,0.02565032344432304,0.3761388147604231
26834,0.16622181964961574,0.28287909721417825
26835,0.29194811604127086,0.7878098996586008
26836,0.24744525851057864,0.53086829433569
26837,0.060179229440418425,0.024160200936391502
26838,0.10636181589472615,0.4564155487530611
26839,0.16041244383792877,0.3002789387031906
26840,0.1270438400181605,0.11720589969921437
26841,0.44773073956710835,0.5309184285389003
26842,0.05068326046672414,0.0920246385184785
26843,0.03216240803830668,0.059648169412493665
26844,0.019417853399298978,0.15184725739665203
26845,0.027636608902632573,0.5611965223881392
26846,0.048706746809372856,0.8110802538771692
26847,0.32249570670998245,0.1006282810575011
26848,0.03245655795495409,0.49227260713305904
26849,0.6244820608407792,0.658468670600437
26850,0.599403860582354,0.6931342866272164
26851,0.054543712419655846,0.05701384602913903
26852,0.036802838369184666,0.04411871104297517
26853,0.20173712030159394,0.4316471753597386
26854,0.023089653142137945,0.06146696216470458
26855,0.40030449762953574,0.7659917194094376
26856,0.07449313761558518,0.031068268476947217
26857,0.5302252652419641,0.09449279253492773
26858,0.1084280426978885,0.5864038050884803
26859,0.03119922495392117,0.07233029009641218
26860,0.14596956885510964,0.1457509011032132
26861,0.03902631195400548,0.041612087825798456
26862,0.033746135662375824,0.13372733494508968
26863,0.0779681856095759,0.18137781877813314
26864,0.3135847327971839,0.2970145107815689
26865,0.03181278281804954,0.027870921060029162
26866,0.08510798469477358,0.292735984937931
26867,0.08084418425326631,0.06343615245280705
26868,0.8956668711937337,0.9121895228992495
26869,0.03205605540174984,0.127345018557135
26870,0.7538506683402332,0.697008341852887
26871,0.031435250016651116,0.03334833770350233
26872,0.0375488747913925,0.12419434632550407
26873,0.06079522094537705,0.7637427043843271
26874,0.044874204484864316,0.1198121686038562
26875,0.4095535920004384,0.928097646598245
26876,0.07377579189825646,0.08630609764629385
26877,0.09450769995801805,0.13364192224390145
26878,0.08781161697312544,0.11784991638991758
26879,0.016436059722980366,0.03263811938714895
26880,0.05492018804800572,0.10719929770980016
26881,0.02447991706007987,0.07837299546709034
26882,0.03291621869829956,0.03130781971798745
26883,0.08078567027713314,0.21877304644000525
26884,0.16294346536413545,0.20320146025261138
26885,0.09726174848907908,0.6002209627001238
26886,0.07568585190269322,0.8301427818952036
26887,0.7300606145979839,0.6368353920990695
26888,0.9213944930865734,0.9311720577129221
26889,0.02534292616298364,0.10281569591296336
26890,0.07847540244811575,0.2903235499901036
26891,0.6168393906415657,0.7012737132572322
26892,0.08152444945556046,0.5588031340010537
26893,0.041933680553282435,0.099638840176722
26894,0.22673810386248616,0.3483257881094843
26895,0.032504362120626976,0.7140480128536338
26896,0.03786533754355215,0.04041909862341313
26897,0.12377719821753591,0.30452676505625675
26898,0.11656263628148097,0.5301976407755611
26899,0.03614108616742131,0.05728320600950785
26900,0.08459968806251354,0.15221013817690943
26901,0.03681069977752991,0.24993829289131267
26902,0.08099769384299524,0.9185589886664824
26903,0.18998111020319927,0.08702414236522993
26904,0.09560196671996928,0.2439006606743948
26905,0.30940267848621916,0.7987928624063625
26906,0.03369636293138909,0.3282805565077721
26907,0.015131610931065912,0.25448062428907225
26908,0.04910354409369645,0.6033663543112245
26909,0.11897701857281982,0.05434213686374282
26910,0.05934864722593664,0.31254787223476654
26911,0.06933550597222286,0.05973821103822322
26912,0.5259950932433216,0.9058592474216387
26913,0.6594014985363301,0.6498375381385072
26914,0.03370178273322659,0.11872803271823897
26915,0.08117792754714676,0.7004669895711162
26916,0.03111480115489593,0.21361195226243082
26917,0.02936381239440764,0.058669650062105796
26918,0.8931674971882613,0.943189605108932
26919,0.1203455339289999,0.2652031842109326
26920,0.0191631697477538,0.07463681673613794
26921,0.16107182068816567,0.6874425652500168
26922,0.02834812696102614,0.6503224419398059
26923,0.15043044338198303,0.26588818139038656
26924,0.8690542804842667,0.9320802707170205
26925,0.12405542723382836,0.787007269524178
26926,0.46695481477729367,0.2547829426804967
26927,0.6254423290775005,0.782807970457358
26928,0.09130499537420096,0.31190730114928783
26929,0.08781090644492319,0.10386578407567346
26930,0.48318334349275094,0.7826152290699177
26931,0.14059642040939957,0.2995716175378839
26932,0.08582804337881526,0.9424170576594827
